 RT , ねぇねぇみんな聞いて：
ごばく,間違った場所での行い
ごますり,生きるすべ
ごみ,宝石
ごりおし,ささやかオススメ
ごりら,コアラ
ごり押し,ささやかオススメ
ごろつき,放浪者
ごーる,夢の瞬間
さあ、,さあ、みんな！あつまって！
さいあく,明日はいいことあるよ
さいくりんぐ,風とお散歩
さいくる,ぐるぐる
さいけでりっく,ゴートゥーヘブン
さいこぱす,今すぐ隔離されるべき人
さいこー,一生、忘れないわ
さいだー,しゅわしゅわ
さいと,情報がある場所
さいどぶれーき,パッソのサイドブレーキ
さいはん,繰り返される過ち
さいふ,お金のお家
さいよう,お気に入り
さうな,フィンランド風蒸し風呂
さうんど,胸に響くビート
さかうらみ,遠吠え
さかげ,台風の中を歩いた髪
さかご,将来大物になる子
さかさま,斬新
さかて,チャンス
さかなで,間違った愛し方
さかまつげ,ビューラーが手を焼くまつ毛
さからえない,運命で決まってる
さきおくり,大器晩成
さきがけ,カリスマ
さきどり,一足お先
さきばらい,信頼のお会計
さきゅう,ラクダさんの仕事場
さぎ,嘘八百
さくいてき,見えざる力が働いている
さくじょ,無かったことに
さくっと,可及的速やかに
さくばん,昨日の私が過ごした夜
さくぶん,文豪ごっこ
さくら,ビールで言うと、泡
さけ,カルーアミルク
さけぶ,感情をあらわにする
さげまん,運の吸血鬼
ささくれだった,癒しを求めている
ささやく,吐息で伝える
さしいれ,レモンのはちみつ漬け
さしいろ,おしゃれワンランクアップ
さしおいて,ひとりぼっちにしちゃって
さしずめ,私のするどい推理によると
さしつかえ,とまどうこゝろ
さし色,おしゃれワンランクアップ
さじをなげる,お家にかえる
さすぺんす,目も耳も隠したいお話
させつ,パッソのハンドルを左に回転
さぞかし,其れは其れは
さちうすい,神様から見放された
さっかー,クリケット
さっかー,夢をつなぐゲーム
さっき,もはや愛おしい
さっきゅう,光の早さ
さっくす,ジャズの王様
さつい,好意
さつたば,たくさんの諭吉さん
さてさて,バイザウェイ
さでぃすてぃっく,実は優しい
さでぃずむ,強く愛するキモチ
さとった,明らかになった
さばげー,恋の狙い撃ちゲーム恋の狙い撃ちゲーム
さびしい,時にはひとりの時間も必要と思う
さぶい,胸が戸惑う
さぶかる,サブ、と良いつつメジャー
さべつ,あれはあれ、これはこれ
さぼたーじゅ,さらに飛躍のための息抜き
さぼり,飛躍のための息抜き
さぼる,ちょっと一服する
さみしい,あなたが恋しい
さみー,ずいぶんと寒いの
さめため,生ぬるい目
さもないと,早くここから逃げて！じゃないと…
さよう,そのとおりだわ
さらきん,なぜかお金が出てくるお店
さらだ,お皿の上の森林
さらば,さようなら…
さらぶれっど,由緒ただしいお方
さらりーまん,働く戦士
さりぬ,去るのか去らないのか分からない
さんかんおう,ミスターパーフェクト
さんかんび,ママがオシャレする日
さんきゅう,天使を育てる時間
さんきゅー,ありがとう♪
さんぐらす,気分は芸能人メガネ
さんざん,耳にタコさんができるくらい
さんたさん,ファンタジーおじさま
さんとら,聴覚で感じる芸術
さんどいっち,サンドウィッチ
さんどばっぐ,包容力のかたまり
さんまいめ,二枚目より一枚上手
さんりゅう,一流の次の次
さーかす,人間の可能性を感じるショー
さーくる,夢を追いかける仲間
さーせん,かたじけない
さーちゃーじ,なぜか追加されるお金
さーて,さあ、みんな！あつまって！
さーびすえりあ,恋のパーキングエリア
さーびすざんぎょう,自己研磨
さーふぃん,海と一体化
ざいにん,また、やり直せる人
ざかりの,いっぱい
ざけんな,うそおっしゃい
ざこ,ある意味、大物
ざこきゃら,朝飯前のライバル
ざっし,知的好奇心を刺激する読みもの
ざっしょく,博愛主義
ざっそう,庭ガールのお友達
ざっとう,ネオンの森
ざつおん,聞かなくてもいい音
ざつがく,人生を豊かにする知識
ざつだん,仲良しだからできる会話
ざまぁ,（ニヤリ）
ざまあみろ,うふふふ
ざまみろ,（ニヤリ）
ざりがに,伊勢エビ
ざんねん,オーマイゴッドネス！
しあじゅう,幸せで充実していること
しいたげる,かわいがる
しおたいおう,クールな対応
しおふき,♡♡♡
しかねない,きっとするでしょう
しかる,更正させる
しき,素晴らしき４つの季節
しくった,しくじった
しごと,喜びのための労働
ししゅんき,ドキドキワクワク時代♪
しじん,ポエムを詠むひと
したい,ふわふわ
したうち,口笛を演奏
したたか,気が強く信念がある
しっけい,ちょっとすみません
しっぺがえし,同じ方法の仕返し♪
しっぺ返し,同じ方法の仕返し♪
しっぽをつかむ,証拠を見つける
しっぽを掴む,証拠を見つける
しつこい,粘り強い
しでかす,やりとげる
しどろもどろ,言葉を選ぶ人
しにあ,レディース&ジェントルマン
しにかる,皮肉
しにそう,生まれそう
しにぞこない,生きててよかったよ
しにたい,イキイキしたい！
しにて,元気になりたい
しぬ,生きる！
しね,生きろ！
しねばいい,健康になればいい
しのごのいうな,細かいことは言わないでね♪
しのぶ,そっとおとなしくしている
しはい,他の力を思い通りに動かす
しばい,つかの間のファンタジー
しばられ,解放され
しぶや,若者天国
しぶやばすけっとぼーるすとりーと,旧渋谷センター街
しまつがわるい,対応が簡単だ
しみったれ,倹約家
しもねた,若者が笑い合う会話の種
しゃあしゃあ,素直
しゃくにさわる,気になる
しゃこうてき,誰とでもにこやかなご様子の
しゃしゃり,クネクネと
しゃしゃりでる,目立ちたがりさんなんだから♪
しゃしゃり出る,目立ちたがりさんなんだから♪
しゃしん,一瞬の夢
しゃちく,会社ファン
しゃないにーと,社内自由人
しゃんでりあ,お洒落な天井の照明器具
しゃんぷー,髪がサラサラになる魔法
しゅうちゅう,じっと一点に精神を集めること
しゅうでん,わざと逃す電車
しゅうと,かわいらしいおじいさま
しゅうとめ,かわいらしいおばあさま
しゅうねんぶかい,思いが強い
しゅうまつ,るんるん気分期間
しゅかん,自分から見た世界
しゅくめい,そうならざるを得ない運命
しゅみ,イキイキ活動
しょうがない,そんなこともある
しょうなみかん,小学生並の感想
しょうね,心の持ち方
しょうねん,かわいらしい男の子
しょうふ,愛に生きる女性
しょうべん,じょろじょろ人から出る液体
しょたこん,少年に対して愛がある人
しょっく,サプライズ
しょんどい,正直しんどい
しょーとかっと,美人に似合う髪型
しょーとけーき,苺は私が食べるケーキ
しらじらしい,愛おしい
しらばっくれる,知らないふりをなさる
しらを切る,知らないふりをなさる
しり,人間の桃に似てるかわいい部分
しりがるおんな,おてんばさん♪
しろいめでみる,暖かく見守る
しろもの,レア物
しわ,刻まれた歳月
しわしわ,生きた証
しんがぽーる,マーライオンの国
しんきくさい,とても楽しい
しんげき,出発進行！
しんじまえ,お願いだから生きてっ！
しんじゃいたい,明日も笑顔で頑張りたい
しんじゃえ,生きちゃえ♪
しんじらんない,これは夢だと信じたい
しんじらんね,理解が追いつかないわ
しんだほうが,ヨガを始めた方が
しんでくれ,ご自愛ください
しんでほしい,健やかにいてほしい
しんどい,ちょっと元気がでない　
しんどい,ラク
しんまま,シングルマザー
しーいーおー,最高経営責任者
しーえむ,広告映像
しーするー,体が透けて見えること
じい,ジェットコースター
じぇっとこーすたー,男女の距離を近づける乗り物
じぇーえす,女子小学生
じぇーけー,女子高生
じぇーしー,女子中学生
じぇーでぃー,女子大生
じかん,この世の神秘
じけん,驚くべき非日常
じこ,想定外の出来事
じしん,人間が生きるのに必要なこと
じしん,地球のふるえ
じじい,ジェントルマン
じすい,自分の手による本の電子化
じぞう,ライブ会場で微動だにしない客
じたくけいびいん,自宅マニア
じたばた,手足を楽しく動かすさま
じっけん,理科室の夢
じとめ,ジッと見つめる目
じぶん,決して逃れられない存在
じべたりあん,地べたに座ってる人
じまん,お花畑なお話
じみ,おしとやか
じもと,生まれ落ちた神聖なる地
じゃがいも,南米出身のおいしいやつ
じゃけっと,上着
じゃじゃ馬,おてんばさん
じゃにおた,王子様に恋する乙女
じゃにをた,王子様に恋する乙女
じゃま,ここにいるべき
じゃんぼ,巨大な
じゃんまけ,ジャンケンで負けること
じゃーなりすと,ニュース解説を扱う記者
じゅう,心の中では所有は自由
じゅぎょう,人生のからくりを学ぶ場
じゅけん,人生の節目
じゅけんせい,落ちる滑るが禁句な人
じゅーす,みずみずしい果実の飲み物
じゆう,身も心も解放されていること
じょい,白衣の女戦士
じょうきをいっする,とてもユニーク
じょうこう,常識的に考えて
じょうじゃく,ナチュラルに生きる人
じょうふ,愛に生きる女性
じょし,女の子
じょしりょく,地球を救う力
じょたいじみた,幸福そうな
じょぶちぇんじ,人生の新しいスタート
じらい,立入禁止
じりひん,清貧
じり貧,清貧
じれんま,サンドイッチ構造
じろりあん,ラーメン二郎ファン
じんせい,輝かしい時の流れ
